Date,Fitting,True_value,Predicted,Upper_Bound,Lower_Bound
2017-05-08,85.52220145145743,85.57127490329503,,,
2017-05-09,85.6441727475919,85.65626302645414,,,
2017-05-10,86.57875402986612,86.46089082937573,,,
2017-05-11,87.00913924598916,86.88629728543283,,,
2017-05-12,87.81771624178003,87.63512337232288,,,
2017-05-13,88.02158579135391,87.89027295135159,,,
2017-05-14,88.26263019572488,88.15083931690602,,,
2017-05-15,88.52870858876258,88.42806199132669,,,
2017-05-16,88.29785871191226,88.2699250407546,,,
2017-05-17,87.18615578704447,87.31650075425961,,,
2017-05-18,80.8363625688807,81.72928494727988,,,
2017-05-19,84.67468509783632,84.66122724752252,,,
2017-05-20,84.36624943655048,84.44232498204077,,,
2017-05-21,84.2258017557549,84.26956204114937,,,
2017-05-22,84.02763941273156,84.08810787389021,,,
2017-05-23,84.49610986888418,84.46445441550485,,,
2017-05-24,83.86616832189887,83.93694908227637,,,
2017-05-25,83.91494216453717,83.94424824291096,,,
2017-05-26,84.48964995027937,84.43275375112219,,,
2017-05-27,84.39989480582182,84.38055762584067,,,
2017-05-28,84.3452470790078,84.33942764845261,,,
2017-05-29,84.28147898324983,84.2869394222268,,,
2017-05-30,84.61251725189885,84.57061402690235,,,
2017-05-31,85.16164754063323,85.06492401804756,,,
2017-06-01,84.88028009769727,84.86315135496508,,,
2017-06-02,84.94411771789035,84.92236734373004,,,
2017-06-03,84.82541384878334,84.83011336542135,,,
2017-06-04,84.72537045395596,84.74010918912856,,,
2017-06-05,84.63079600547687,84.65227193626849,,,
2017-06-06,84.36295775707583,84.41107135543689,,,
2017-06-07,84.59158179104368,84.58803180345905,,,
2017-06-08,84.74678842537327,84.7259334645794,,,
2017-06-09,84.34453037866913,84.38623489314227,,,
2017-06-10,84.11768215835625,84.17026781626055,,,
2017-06-11,83.8993729337959,83.95961561716325,,,
2017-06-12,83.67693763177691,83.74133540723736,,,
2017-06-13,83.71576029004311,83.748006372972,,,
2017-06-14,84.15069073059585,84.11201380241737,,,
2017-06-15,83.90851554408792,83.92063531906474,,,
2017-06-16,83.71079044508735,83.74186480496753,,,
2017-06-17,83.56172402994365,83.60010140275935,,,
2017-06-18,83.41930131390912,83.46035040263568,,,
2017-06-19,83.28572094835535,83.32755320602767,,,
2017-06-20,82.18064753135647,82.35239961909916,,,
2017-06-21,82.57266886307197,82.6155662847917,,,
2017-06-22,81.87217391699114,81.99694611571421,,,
2017-06-23,81.61261110024518,81.71462160799564,,,
2017-06-24,82.12623640740769,82.11936283431173,,,
2017-06-25,82.57295014702541,82.51145957370676,,,
2017-06-26,83.02910069371374,82.93252161130579,,,
2017-06-27,81.9209682805936,82.01447536218073,,,
2017-06-28,81.70407048673032,81.78059259971674,,,
2017-06-29,80.33668120764897,80.56622024162306,,,
2017-06-30,79.42629707198545,79.67373857537494,,,
2017-07-01,79.51557243875239,79.64924882237989,,,
2017-07-02,79.53093696462909,79.60985201422474,,,
2017-07-03,79.51945675867871,79.56751849060247,,,
2017-07-04,79.20685704996164,79.27748952503889,,,
2017-07-05,79.53741570450387,79.5329901341685,,,
2017-07-06,78.97866766350796,79.05403016702226,,,
2017-07-07,79.01720931078837,79.05194882853613,,,
2017-07-08,78.84373299448383,78.89009208609879,,,
2017-07-09,78.68307604804004,78.73006285300717,,,
